County,Date,New Cases,New Positive Tests,Total Test Encounters
Kauai,2020-07-31,0,2,52
Maui,2020-07-31,1,1,170
Missing,2020-07-31,0,0,186
Hawaii,2020-08-01,1,1,280
Honolulu,2020-08-01,117,113,2033
Kauai,2020-08-01,0,0,92
Maui,2020-08-01,2,2,341
Missing,2020-08-01,0,0,147
Hawaii,2020-08-02,0,0,110
Honolulu,2020-08-02,125,120,1552
Kauai,2020-08-02,0,0,53
Maui,2020-08-02,1,2,86
Missing,2020-08-02,0,0,48
Hawaii,2020-08-03,5,7,170
Honolulu,2020-08-03,141,139,1780
Kauai,2020-08-03,0,0,68
Maui,2020-08-03,4,3,216
Missing,2020-08-03,0,0,77
Hawaii,2020-08-04,0,0,291
Honolulu,2020-08-04,166,158,2602
Kauai,2020-08-04,0,0,100
Maui,2020-08-04,1,0,262
Missing,2020-08-04,0,0,168
Hawaii,2020-08-05,1,2,297
Honolulu,2020-08-05,171,169,2588
Kauai,2020-08-05,0,0,81
Maui,2020-08-05,4,3,302
Missing,2020-08-05,0,0,223
Hawaii,2020-08-06,0,0,331
Honolulu,2020-08-06,221,215,2319
Kauai,2020-08-06,0,0,69
Maui,2020-08-06,4,3,157
Missing,2020-08-06,0,0,151
Hawaii,2020-08-07,4,4,328
Honolulu,2020-08-07,217,201,2503
Kauai,2020-08-07,0,0,60
Maui,2020-08-07,10,11,244
Missing,2020-08-07,0,0,185
Hawaii,2020-08-08,4,3,393
Honolulu,2020-08-08,139,137,2097
Kauai,2020-08-08,1,1,68
Maui,2020-08-08,3,3,186
Missing,2020-08-08,0,0,145
Hawaii,2020-08-09,0,0,146
Honolulu,2020-08-09,145,140,2012
Kauai,2020-08-09,0,0,71
Maui,2020-08-09,3,6,209
Missing,2020-08-09,0,0,59
Hawaii,2020-08-10,1,1,142
Honolulu,2020-08-10,139,138,2060
Kauai,2020-08-10,2,1,74
Maui,2020-08-10,1,0,161
Missing,2020-08-10,0,0,91
Hawaii,2020-08-11,3,2,387
Honolulu,2020-08-11,183,189,2831
Kauai,2020-08-11,1,1,94
Maui,2020-08-11,6,3,224
Missing,2020-08-11,0,0,199
Hawaii,2020-08-12,4,3,413
Honolulu,2020-08-12,335,334,3662
Kauai,2020-08-12,1,1,87
Maui,2020-08-12,6,4,314
Missing,2020-08-12,0,0,181
Hawaii,2020-08-13,4,4,557
Honolulu,2020-08-13,227,223,2691
Kauai,2020-08-13,1,2,63
Maui,2020-08-13,10,9,264
Missing,2020-08-13,0,0,141
Hawaii,2020-08-14,3,4,387
Honolulu,2020-08-14,292,288,3531
Kauai,2020-08-14,1,1,69
Maui,2020-08-14,10,7,219
Missing,2020-08-14,0,0,266
Hawaii,2020-08-15,5,5,366
Honolulu,2020-08-15,203,200,2760
Kauai,2020-08-15,0,0,77
Maui,2020-08-15,16,11,408
Missing,2020-08-15,0,0,266
Hawaii,2020-08-16,4,2,142
Honolulu,2020-08-16,175,169,2356
Kauai,2020-08-16,0,0,45
Maui,2020-08-16,9,8,578
Missing,2020-08-16,0,0,173
Hawaii,2020-08-17,4,4,123
Honolulu,2020-08-17,149,140,2064
Kauai,2020-08-17,0,0,35
Maui,2020-08-17,4,6,240
Missing,2020-08-17,0,0,260
Hawaii,2020-08-18,9,10,365
Honolulu,2020-08-18,233,226,2418
Kauai,2020-08-18,0,0,108
Maui,2020-08-18,18,19,561
Missing,2020-08-18,0,0,293
Hawaii,2020-08-19,11,8,202
Honolulu,2020-08-19,233,227,2699
Kauai,2020-08-19,0,0,30
Maui,2020-08-19,5,5,329
Missing,2020-08-19,0,0,270
Hawaii,2020-08-20,16,14,362
Honolulu,2020-08-20,197,194,2726
Kauai,2020-08-20,2,2,64
Maui,2020-08-20,8,8,395
Missing,2020-08-20,0,0,255
Hawaii,2020-08-21,14,13,404
Honolulu,2020-08-21,300,292,3096
Kauai,2020-08-21,0,1,55
Maui,2020-08-21,11,11,470
Missing,2020-08-21,0,0,372
Hawaii,2020-08-22,8,8,394
Honolulu,2020-08-22,232,227,2621
Kauai,2020-08-22,1,0,92
Maui,2020-08-22,11,10,560
Missing,2020-08-22,0,0,176
Hawaii,2020-08-23,8,7,459
Honolulu,2020-08-23,145,141,1964
Kauai,2020-08-23,0,1,57
Maui,2020-08-23,17,10,436
Missing,2020-08-23,0,0,175
Hawaii,2020-08-24,12,12,536
Honolulu,2020-08-24,200,196,2375
Kauai,2020-08-24,0,1,72
Maui,2020-08-24,9,3,319
Missing,2020-08-24,0,0,93
Hawaii,2020-08-25,23,22,581
Honolulu,2020-08-25,259,257,2862
Kauai,2020-08-25,0,0,101
Maui,2020-08-25,10,9,313
Missing,2020-08-25,0,0,221
Hawaii,2020-08-26,11,11,254
Honolulu,2020-08-26,288,277,2856
Kauai,2020-08-26,0,1,60
Maui,2020-08-26,13,8,332
Missing,2020-08-26,0,0,184
Hawaii,2020-08-27,20,20,677
Honolulu,2020-08-27,269,240,3105
Kauai,2020-08-27,0,1,47
Maui,2020-08-27,7,7,520
Missing,2020-08-27,0,0,280
Hawaii,2020-08-28,42,41,841
Honolulu,2020-08-28,298,277,3689
Kauai,2020-08-28,0,1,69
Maui,2020-08-28,7,8,386
Missing,2020-08-28,0,1,386
Hawaii,2020-08-29,20,20,499
Honolulu,2020-08-29,178,164,2604
Kauai,2020-08-29,0,0,77
Maui,2020-08-29,6,6,291
Missing,2020-08-29,0,1,426
Hawaii,2020-08-30,23,23,309
Honolulu,2020-08-30,127,107,1424
Kauai,2020-08-30,0,0,38
Maui,2020-08-30,5,4,187
Missing,2020-08-30,0,1,115
Hawaii,2020-08-31,21,19,984
Honolulu,2020-08-31,167,135,2141
Kauai,2020-08-31,0,0,57
Maui,2020-08-31,8,4,222
Missing,2020-08-31,0,0,95
Hawaii,2020-09-01,37,33,717
Honolulu,2020-09-01,230,210,2709
Kauai,2020-09-01,0,0,103
Maui,2020-09-01,8,3,463
Missing,2020-09-01,0,0,197
Hawaii,2020-09-02,16,16,745
Honolulu,2020-09-02,154,141,3265
Kauai,2020-09-02,0,0,50
Maui,2020-09-02,11,3,399
Missing,2020-09-02,0,0,298
Hawaii,2020-09-03,35,35,778
Honolulu,2020-09-03,231,209,2407
Kauai,2020-09-03,0,0,61
Maui,2020-09-03,10,1,368
Missing,2020-09-03,0,0,403
Hawaii,2020-09-04,21,21,519
Honolulu,2020-09-04,161,151,2471
Kauai,2020-09-04,1,1,46
Maui,2020-09-04,8,6,626
Missing,2020-09-04,0,5,363
Hawaii,2020-09-05,11,11,729
Honolulu,2020-09-05,138,124,1982
Kauai,2020-09-05,0,0,64
Maui,2020-09-05,6,4,275
Missing,2020-09-05,0,8,195
Hawaii,2020-09-06,13,13,227
Honolulu,2020-09-06,95,80,1268
Kauai,2020-09-06,0,0,82
Maui,2020-09-06,5,4,250
Missing,2020-09-06,0,2,101
Hawaii,2020-09-07,6,5,249
Honolulu,2020-09-07,72,54,790
Kauai,2020-09-07,0,0,0
Maui,2020-09-07,1,1,149
Missing,2020-09-07,0,3,95
Hawaii,2020-09-08,13,14,630
Honolulu,2020-09-08,108,90,1896
Kauai,2020-09-08,0,0,62
Maui,2020-09-08,2,1,240
Missing,2020-09-08,0,0,157
Hawaii,2020-09-09,10,9,853
Honolulu,2020-09-09,148,131,2408
Kauai,2020-09-09,0,1,87
Maui,2020-09-09,8,5,404
Missing,2020-09-09,0,0,142
Hawaii,2020-09-10,22,20,744
Honolulu,2020-09-10,151,119,2312
Kauai,2020-09-10,0,0,68
Maui,2020-09-10,3,2,229
Missing,2020-09-10,0,0,288
Hawaii,2020-09-11,12,11,490
Honolulu,2020-09-11,100,86,1817
Kauai,2020-09-11,0,0,40
Maui,2020-09-11,13,7,246
Missing,2020-09-11,0,0,182
Hawaii,2020-09-12,12,13,677
Honolulu,2020-09-12,83,72,2028
Kauai,2020-09-12,0,0,105
Maui,2020-09-12,2,2,303
Missing,2020-09-12,0,0,154
Hawaii,2020-09-13,7,6,405
Honolulu,2020-09-13,77,57,1236
Kauai,2020-09-13,0,0,39
Maui,2020-09-13,3,2,305
Missing,2020-09-13,0,0,126
Hawaii,2020-09-14,9,8,474
Honolulu,2020-09-14,76,62,1749
Kauai,2020-09-14,0,0,26
Maui,2020-09-14,1,1,259
Missing,2020-09-14,0,0,138
Hawaii,2020-09-15,12,11,927
Honolulu,2020-09-15,103,102,2535
Kauai,2020-09-15,0,0,100
Maui,2020-09-15,0,0,391
Missing,2020-09-15,0,0,111
Hawaii,2020-09-16,11,10,687
Honolulu,2020-09-16,104,95,2177
Kauai,2020-09-16,0,0,37
Maui,2020-09-16,3,2,229
Missing,2020-09-16,0,0,192
Hawaii,2020-09-17,12,11,717
Honolulu,2020-09-17,96,83,2139
Kauai,2020-09-17,0,0,65
Maui,2020-09-17,2,0,185
Missing,2020-09-17,0,0,244
Hawaii,2020-09-18,5,5,574
Honolulu,2020-09-18,86,86,2710
Kauai,2020-09-18,0,0,65
Maui,2020-09-18,2,1,375
Missing,2020-09-18,0,0,171
Hawaii,2020-09-19,6,7,666
Honolulu,2020-09-19,76,72,2122
Kauai,2020-09-19,0,0,74
Maui,2020-09-19,2,2,246
Missing,2020-09-19,0,0,197
Hawaii,2020-09-20,6,6,344
Honolulu,2020-09-20,50,47,1167
Kauai,2020-09-20,0,0,88
Maui,2020-09-20,0,0,169
Missing,2020-09-20,0,0,69
Hawaii,2020-09-21,5,5,603
Honolulu,2020-09-21,58,54,2063
Kauai,2020-09-21,0,0,5
Maui,2020-09-21,2,0,204
Missing,2020-09-21,0,0,232
Hawaii,2020-09-22,14,14,1036
Honolulu,2020-09-22,149,145,3177
Kauai,2020-09-22,0,0,92
Maui,2020-09-22,2,2,301
Missing,2020-09-22,0,0,308
Hawaii,2020-09-23,6,6,518
Honolulu,2020-09-23,91,82,1982
Kauai,2020-09-23,0,0,72
Maui,2020-09-23,4,0,255
Missing,2020-09-23,0,0,182
Hawaii,2020-09-24,15,15,609
Honolulu,2020-09-24,96,90,2154
Kauai,2020-09-24,1,1,83
Maui,2020-09-24,0,0,185
Missing,2020-09-24,0,0,214
Hawaii,2020-09-25,2,2,495
Honolulu,2020-09-25,121,118,2993
Kauai,2020-09-25,1,1,77
Maui,2020-09-25,0,0,208
Missing,2020-09-25,0,0,393
Hawaii,2020-09-26,8,7,710
Honolulu,2020-09-26,88,88,2778
Kauai,2020-09-26,1,0,97
Maui,2020-09-26,0,0,232
Missing,2020-09-26,0,0,367
Hawaii,2020-09-27,0,0,291
Honolulu,2020-09-27,89,85,1738
Kauai,2020-09-27,0,0,31
Maui,2020-09-27,0,0,161
Missing,2020-09-27,0,0,145
Hawaii,2020-09-28,4,3,217
Honolulu,2020-09-28,88,85,2651
Kauai,2020-09-28,0,0,62
Maui,2020-09-28,1,2,209
Missing,2020-09-28,0,0,200
Hawaii,2020-09-29,26,26,942
Honolulu,2020-09-29,106,97,2922
Kauai,2020-09-29,0,0,55
Maui,2020-09-29,5,1,263
Missing,2020-09-29,0,0,334
Hawaii,2020-09-30,6,7,392
Honolulu,2020-09-30,93,88,2229
Kauai,2020-09-30,0,0,64
Maui,2020-09-30,0,0,239
Missing,2020-09-30,0,0,247
Hawaii,2020-10-01,18,17,738
Honolulu,2020-10-01,65,66,2325
Kauai,2020-10-01,0,0,26
Maui,2020-10-01,1,0,164
Missing,2020-10-01,0,0,253
Hawaii,2020-10-02,40,40,1003
Honolulu,2020-10-02,85,85,2897
Kauai,2020-10-02,0,0,83
Maui,2020-10-02,4,3,157
Missing,2020-10-02,0,0,459
Hawaii,2020-10-03,16,17,661
Honolulu,2020-10-03,63,55,2388
Kauai,2020-10-03,0,0,67
Maui,2020-10-03,3,2,250
Missing,2020-10-03,0,0,183
Hawaii,2020-10-04,9,9,332
Honolulu,2020-10-04,43,40,1103
Kauai,2020-10-04,0,0,74
Maui,2020-10-04,0,0,141
Missing,2020-10-04,0,0,89
Hawaii,2020-10-05,16,13,364
Honolulu,2020-10-05,82,78,2406
Kauai,2020-10-05,0,0,20
Maui,2020-10-05,1,1,208
Missing,2020-10-05,0,0,232
Hawaii,2020-10-06,17,17,971
Honolulu,2020-10-06,80,74,2220
Kauai,2020-10-06,0,0,101
Maui,2020-10-06,6,1,412
Missing,2020-10-06,0,0,280
Hawaii,2020-10-07,15,14,699
Honolulu,2020-10-07,90,82,2259
Kauai,2020-10-07,0,0,63
Maui,2020-10-07,3,1,302
Missing,2020-10-07,0,0,264
Hawaii,2020-10-08,43,43,1133
Honolulu,2020-10-08,101,100,2216
Kauai,2020-10-08,1,0,44
Maui,2020-10-08,0,0,217
Missing,2020-10-08,0,0,186
Hawaii,2020-10-09,16,15,694
Honolulu,2020-10-09,53,49,1823
Kauai,2020-10-09,0,0,66
Maui,2020-10-09,2,0,220
Missing,2020-10-09,0,0,425
Hawaii,2020-10-10,21,24,768
Honolulu,2020-10-10,85,77,2315
Kauai,2020-10-10,0,0,55
Maui,2020-10-10,0,0,257
Missing,2020-10-10,0,0,212
Hawaii,2020-10-11,6,5,349
Honolulu,2020-10-11,34,34,761
Kauai,2020-10-11,0,0,79
Maui,2020-10-11,0,0,152
Missing,2020-10-11,0,0,73
Hawaii,2020-10-12,21,21,420
Honolulu,2020-10-12,34,30,1665
Kauai,2020-10-12,0,0,9
Maui,2020-10-12,0,0,207
Missing,2020-10-12,0,0,133
Hawaii,2020-10-13,18,19,674
Honolulu,2020-10-13,80,75,2694
Kauai,2020-10-13,0,0,89
Maui,2020-10-13,2,1,290
Missing,2020-10-13,0,0,147
Hawaii,2020-10-14,14,12,560
Honolulu,2020-10-14,67,65,2263
Kauai,2020-10-14,0,0,85
Maui,2020-10-14,6,0,298
Missing,2020-10-14,0,0,207
Hawaii,2020-10-15,20,20,1040
Honolulu,2020-10-15,80,77,2150
Kauai,2020-10-15,0,0,85
Maui,2020-10-15,0,0,223
Missing,2020-10-15,0,0,113
Hawaii,2020-10-16,11,11,478
Honolulu,2020-10-16,77,71,2629
Kauai,2020-10-16,1,1,97
Maui,2020-10-16,1,0,278
Missing,2020-10-16,0,0,216
Hawaii,2020-10-17,18,18,741
Honolulu,2020-10-17,75,72,1822
Kauai,2020-10-17,0,0,108
Maui,2020-10-17,0,0,343
Missing,2020-10-17,0,0,166
Hawaii,2020-10-18,4,4,200
Honolulu,2020-10-18,28,26,898
Kauai,2020-10-18,0,0,115
Maui,2020-10-18,0,0,166
Missing,2020-10-18,0,0,53
Hawaii,2020-10-19,22,21,415
Honolulu,2020-10-19,67,67,2313
Kauai,2020-10-19,0,0,98
Maui,2020-10-19,4,3,350
Missing,2020-10-19,0,0,160
Hawaii,2020-10-20,13,14,728
Honolulu,2020-10-20,51,49,2150
Kauai,2020-10-20,0,0,194
Maui,2020-10-20,4,4,480
Missing,2020-10-20,0,1,305
Hawaii,2020-10-21,26,25,620
Honolulu,2020-10-21,59,57,2540
Kauai,2020-10-21,0,0,131
Maui,2020-10-21,18,18,385
Missing,2020-10-21,0,0,354
Hawaii,2020-10-22,35,34,1067
Honolulu,2020-10-22,63,62,1906
Kauai,2020-10-22,0,0,117
Maui,2020-10-22,31,28,476
Missing,2020-10-22,0,0,206
Hawaii,2020-10-23,17,17,895
Honolulu,2020-10-23,58,55,2315
Kauai,2020-10-23,0,0,142
Maui,2020-10-23,14,14,443
Missing,2020-10-23,0,0,280
Hawaii,2020-10-24,49,49,888
Honolulu,2020-10-24,54,48,2382
Kauai,2020-10-24,1,1,123
Maui,2020-10-24,18,18,582
Missing,2020-10-24,0,0,190
Hawaii,2020-10-25,9,9,309
Honolulu,2020-10-25,23,23,1365
Kauai,2020-10-25,0,0,142
Maui,2020-10-25,0,0,811
Missing,2020-10-25,0,0,153
Hawaii,2020-10-26,3,3,489
Honolulu,2020-10-26,54,47,2024
Kauai,2020-10-26,0,0,82
Maui,2020-10-26,11,11,644
Missing,2020-10-26,0,0,169
Hawaii,2020-10-27,5,5,794
Honolulu,2020-10-27,44,42,2269
Kauai,2020-10-27,1,1,153
Maui,2020-10-27,10,10,584
Missing,2020-10-27,0,0,203
Hawaii,2020-10-28,10,8,745
Honolulu,2020-10-28,68,57,2590
Kauai,2020-10-28,1,1,125
Maui,2020-10-28,2,2,489
Missing,2020-10-28,0,0,190
Hawaii,2020-10-29,14,14,979
Honolulu,2020-10-29,77,68,1982
Kauai,2020-10-29,1,1,154
Maui,2020-10-29,6,5,346
Missing,2020-10-29,0,0,249
Hawaii,2020-10-30,17,17,806
Honolulu,2020-10-30,72,65,2558
Kauai,2020-10-30,0,0,159
Maui,2020-10-30,2,2,354
Missing,2020-10-30,0,0,247
Hawaii,2020-10-31,24,23,880
Honolulu,2020-10-31,73,68,1793
Kauai,2020-10-31,1,2,143
Maui,2020-10-31,0,1,393
Missing,2020-10-31,0,0,317
Hawaii,2020-11-01,4,6,150
Honolulu,2020-11-01,25,23,801
Kauai,2020-11-01,1,1,111
Maui,2020-11-01,3,3,593
Missing,2020-11-01,0,0,81
Hawaii,2020-11-02,8,7,444
Honolulu,2020-11-02,96,78,2223
Kauai,2020-11-02,1,1,72
Maui,2020-11-02,5,4,385
Missing,2020-11-02,0,0,200
Hawaii,2020-11-03,24,22,1385
Honolulu,2020-11-03,111,104,2684
Kauai,2020-11-03,0,0,175
Maui,2020-11-03,3,4,499
Missing,2020-11-03,0,0,345
Hawaii,2020-11-04,22,22,755
Honolulu,2020-11-04,75,67,2255
Kauai,2020-11-04,1,3,154
Maui,2020-11-04,4,2,525
Missing,2020-11-04,0,0,249
Hawaii,2020-11-05,22,23,1230
Honolulu,2020-11-05,91,82,2141
Kauai,2020-11-05,1,2,170
Maui,2020-11-05,9,6,506
Missing,2020-11-05,0,0,354
Hawaii,2020-11-06,11,9,858
Honolulu,2020-11-06,109,103,2638
Kauai,2020-11-06,2,2,151
Maui,2020-11-06,3,3,342
Missing,2020-11-06,0,0,342
Hawaii,2020-11-07,18,19,1032
Honolulu,2020-11-07,98,87,2031
Kauai,2020-11-07,0,0,176
Maui,2020-11-07,3,2,456
Missing,2020-11-07,0,1,314
Hawaii,2020-11-08,4,4,105
Honolulu,2020-11-08,49,47,1033
Kauai,2020-11-08,1,0,125
Maui,2020-11-08,0,0,230
Missing,2020-11-08,0,0,170
Hawaii,2020-11-09,3,1,253
Honolulu,2020-11-09,71,62,1953
Kauai,2020-11-09,0,0,129
Maui,2020-11-09,7,7,380
Missing,2020-11-09,0,0,277
Hawaii,2020-11-10,24,22,749
Honolulu,2020-11-10,93,78,2863
Kauai,2020-11-10,3,2,201
Maui,2020-11-10,6,4,483
Missing,2020-11-10,0,1,616
Hawaii,2020-11-11,15,14,670
Honolulu,2020-11-11,79,73,2404
Kauai,2020-11-11,1,1,130
Maui,2020-11-11,6,7,561
Missing,2020-11-11,0,0,357
Hawaii,2020-11-12,9,9,884
Honolulu,2020-11-12,101,89,1908
Kauai,2020-11-12,2,2,118
Maui,2020-11-12,3,1,314
Missing,2020-11-12,0,1,380
Hawaii,2020-11-13,12,11,815
Honolulu,2020-11-13,86,74,2387
Kauai,2020-11-13,1,1,193
Maui,2020-11-13,5,4,552
Missing,2020-11-13,0,0,490
Hawaii,2020-11-14,9,10,758
Honolulu,2020-11-14,78,67,1989
Kauai,2020-11-14,2,2,147
Maui,2020-11-14,10,6,571
Missing,2020-11-14,0,1,319
Hawaii,2020-11-15,6,5,380
Honolulu,2020-11-15,31,30,1217
Kauai,2020-11-15,2,0,173
Maui,2020-11-15,1,1,199
Missing,2020-11-15,0,0,199
Hawaii,2020-11-16,2,2,259
Honolulu,2020-11-16,43,36,2205
Kauai,2020-11-16,0,0,77
Maui,2020-11-16,4,5,524
Missing,2020-11-16,0,0,219
Hawaii,2020-11-17,12,11,804
Honolulu,2020-11-17,88,80,2629
Kauai,2020-11-17,3,4,257
Maui,2020-11-17,12,13,723
Missing,2020-11-17,0,0,529
Hawaii,2020-11-18,14,14,631
Honolulu,2020-11-18,71,61,3019
Kauai,2020-11-18,2,2,201
Maui,2020-11-18,11,7,515
Missing,2020-11-18,0,0,398
Hawaii,2020-11-19,17,14,1082
Honolulu,2020-11-19,133,123,2437
Kauai,2020-11-19,5,4,247
Maui,2020-11-19,9,11,516
Missing,2020-11-19,0,0,493
Hawaii,2020-11-20,14,14,774
Honolulu,2020-11-20,100,98,2329
Kauai,2020-11-20,5,6,147
Maui,2020-11-20,17,9,553
Missing,2020-11-20,0,0,504
Hawaii,2020-11-21,9,10,589
Honolulu,2020-11-21,88,76,2274
Kauai,2020-11-21,3,3,244
Maui,2020-11-21,8,7,518
Missing,2020-11-21,0,0,436
Hawaii,2020-11-22,7,7,464
Honolulu,2020-11-22,40,35,1648
Kauai,2020-11-22,2,1,147
Maui,2020-11-22,8,4,307
Missing,2020-11-22,0,0,384
Hawaii,2020-11-23,3,6,266
Honolulu,2020-11-23,98,85,2061
Kauai,2020-11-23,3,2,89
Maui,2020-11-23,9,7,398
Missing,2020-11-23,0,1,323
Hawaii,2020-11-24,11,12,840
Honolulu,2020-11-24,100,92,3450
Kauai,2020-11-24,2,2,196
Maui,2020-11-24,17,13,687
Missing,2020-11-24,0,0,727
Hawaii,2020-11-25,4,4,583
Honolulu,2020-11-25,74,70,2553
Kauai,2020-11-25,4,4,191
Maui,2020-11-25,11,8,651
Missing,2020-11-25,0,0,558
Hawaii,2020-11-26,19,20,633
Honolulu,2020-11-26,34,31,1381
Kauai,2020-11-26,1,1,151
Maui,2020-11-26,10,9,386
Missing,2020-11-26,0,0,345
Hawaii,2020-11-27,5,8,607
Honolulu,2020-11-27,46,39,2018
Kauai,2020-11-27,0,0,130
Maui,2020-11-27,14,7,528
Missing,2020-11-27,0,0,396
Hawaii,2020-11-28,5,5,569
Honolulu,2020-11-28,66,61,1808
Kauai,2020-11-28,1,1,389
Maui,2020-11-28,11,11,589
Missing,2020-11-28,0,0,486
Hawaii,2020-11-29,5,5,359
Honolulu,2020-11-29,28,25,1466
Kauai,2020-11-29,0,0,170
Maui,2020-11-29,5,5,348
Missing,2020-11-29,0,0,263
Hawaii,2020-11-30,3,4,384
Honolulu,2020-11-30,66,57,2104
Kauai,2020-11-30,0,0,69
Maui,2020-11-30,16,11,569
Missing,2020-11-30,0,0,175
Hawaii,2020-12-01,8,8,767
Honolulu,2020-12-01,135,130,3235
Kauai,2020-12-01,4,4,238
Maui,2020-12-01,16,15,863
Missing,2020-12-01,0,0,710
Hawaii,2020-12-02,12,9,748
Honolulu,2020-12-02,75,68,2984
Kauai,2020-12-02,2,2,144
Maui,2020-12-02,19,16,791
Missing,2020-12-02,0,0,331
Hawaii,2020-12-03,9,8,1157
Honolulu,2020-12-03,77,73,2188
Kauai,2020-12-03,1,1,170
Maui,2020-12-03,18,16,739
Missing,2020-12-03,0,0,362
Hawaii,2020-12-04,6,4,591
Honolulu,2020-12-04,93,87,3109
Kauai,2020-12-04,0,0,185
Maui,2020-12-04,16,7,771
Missing,2020-12-04,0,0,446
Hawaii,2020-12-05,10,7,573
Honolulu,2020-12-05,45,41,2262
Kauai,2020-12-05,1,1,125
Maui,2020-12-05,15,11,1115
Missing,2020-12-05,0,0,317
Hawaii,2020-12-06,5,5,314
Honolulu,2020-12-06,34,30,1402
Kauai,2020-12-06,0,0,110
Maui,2020-12-06,10,8,387
Missing,2020-12-06,0,0,231
Hawaii,2020-12-07,14,13,398
Honolulu,2020-12-07,62,60,2615
Kauai,2020-12-07,1,0,67
Maui,2020-12-07,24,12,657
Missing,2020-12-07,0,0,276
Hawaii,2020-12-08,20,19,882
Honolulu,2020-12-08,82,78,3761
Kauai,2020-12-08,3,3,127
Maui,2020-12-08,16,10,979
Missing,2020-12-08,0,0,503
Hawaii,2020-12-09,4,4,744
Honolulu,2020-12-09,51,47,2823
Kauai,2020-12-09,2,2,111
Maui,2020-12-09,24,16,869
Missing,2020-12-09,0,0,346
Hawaii,2020-12-10,15,16,905
Honolulu,2020-12-10,150,138,2729
Kauai,2020-12-10,5,6,150
Maui,2020-12-10,28,23,803
Missing,2020-12-10,0,0,464
Hawaii,2020-12-11,12,9,538
Honolulu,2020-12-11,68,66,2852
Kauai,2020-12-11,2,2,136
Maui,2020-12-11,14,8,789
Missing,2020-12-11,0,0,377
Hawaii,2020-12-12,16,21,842
Honolulu,2020-12-12,154,137,2343
Kauai,2020-12-12,1,1,128
Maui,2020-12-12,11,12,627
Missing,2020-12-12,0,0,263
Hawaii,2020-12-13,10,11,457
Honolulu,2020-12-13,36,33,1377
Kauai,2020-12-13,1,1,91
Maui,2020-12-13,8,8,395
Missing,2020-12-13,0,0,204
Hawaii,2020-12-14,6,5,358
Honolulu,2020-12-14,100,92,2750
Kauai,2020-12-14,0,1,91
Maui,2020-12-14,22,13,545
Missing,2020-12-14,0,0,220
Hawaii,2020-12-15,14,12,923
Honolulu,2020-12-15,101,90,3118
Kauai,2020-12-15,0,2,176
Maui,2020-12-15,12,9,953
Missing,2020-12-15,0,0,403
Hawaii,2020-12-16,8,7,582
Honolulu,2020-12-16,106,101,2965
Kauai,2020-12-16,1,1,103
Maui,2020-12-16,18,11,979
Missing,2020-12-16,0,0,371
Hawaii,2020-12-17,21,25,984
Honolulu,2020-12-17,135,128,2834
Kauai,2020-12-17,0,0,114
Maui,2020-12-17,16,10,623
Missing,2020-12-17,0,0,392
Hawaii,2020-12-18,13,12,957
Honolulu,2020-12-18,157,151,3603
Kauai,2020-12-18,0,0,103
Maui,2020-12-18,10,9,613
Missing,2020-12-18,0,1,523
Hawaii,2020-12-19,12,15,601
Honolulu,2020-12-19,107,101,2361
Kauai,2020-12-19,1,1,69
Maui,2020-12-19,11,11,574
Missing,2020-12-19,0,0,374
Hawaii,2020-12-20,7,7,452
Honolulu,2020-12-20,58,54,1700
Kauai,2020-12-20,3,1,82
Maui,2020-12-20,8,6,316
Missing,2020-12-20,0,0,248
Hawaii,2020-12-21,13,14,360
Honolulu,2020-12-21,77,76,3314
Kauai,2020-12-21,0,0,46
Maui,2020-12-21,16,12,487
Missing,2020-12-21,0,0,463
Hawaii,2020-12-22,12,12,807
Honolulu,2020-12-22,96,94,3387
Kauai,2020-12-22,1,1,109
Maui,2020-12-22,22,19,721
Missing,2020-12-22,0,0,693
Hawaii,2020-12-23,7,7,645
Honolulu,2020-12-23,96,94,2749
Kauai,2020-12-23,0,0,75
Maui,2020-12-23,28,12,681
Missing,2020-12-23,0,1,539
Hawaii,2020-12-24,4,4,771
Honolulu,2020-12-24,93,92,3047
Kauai,2020-12-24,0,1,76
Maui,2020-12-24,33,22,516
Missing,2020-12-24,0,0,696
Hawaii,2020-12-25,4,4,274
Honolulu,2020-12-25,75,70,1895
Kauai,2020-12-25,1,1,77
Maui,2020-12-25,16,14,338
Missing,2020-12-25,0,0,461
Hawaii,2020-12-26,2,3,311
Honolulu,2020-12-26,37,36,1634
Kauai,2020-12-26,1,1,46
Maui,2020-12-26,9,9,537
Missing,2020-12-26,0,0,543
Hawaii,2020-12-27,8,8,529
Honolulu,2020-12-27,51,52,1970
Kauai,2020-12-27,0,0,95
Maui,2020-12-27,5,4,358
Missing,2020-12-27,0,0,422
Hawaii,2020-12-28,1,3,339
Honolulu,2020-12-28,88,79,2812
Kauai,2020-12-28,0,1,46
Maui,2020-12-28,25,17,581
Missing,2020-12-28,0,0,494
Hawaii,2020-12-29,14,15,738
Honolulu,2020-12-29,144,152,3821
Kauai,2020-12-29,1,2,461
Maui,2020-12-29,39,26,772
Missing,2020-12-29,0,0,718
Hawaii,2020-12-30,16,20,500
Honolulu,2020-12-30,179,180,2931
Kauai,2020-12-30,1,0,109
Maui,2020-12-30,37,32,931
Missing,2020-12-30,0,0,440
Hawaii,2020-12-31,20,20,1038
Honolulu,2020-12-31,112,130,3641
Kauai,2020-12-31,1,4,88
Maui,2020-12-31,81,35,1049
